package,owner,shallow,deep
MortarContact2DAD,JuliaFEM,"[""ForwardDiff"", ""FEMBase""]","[""SIMD"", ""CommonSubexpressions"", ""Compat"", ""Tensors"", ""Calculus"", ""StaticArrays"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""NaNMath"", ""URIParser"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""TimerOutputs"", ""DiffResults"", ""DiffRules"", ""Crayons"", ""FEMQuad"", ""FEMBasis""]"
Morton,JaneliaSciComp,String[],String[]
MosaicViews,JuliaArrays,"[""OffsetArrays"", ""ImageCore"", ""PaddedViews""]","[""FFTW_jll"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""JSON"", ""Compat"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""Requires"", ""Reexport"", ""Graphics"", ""URIParser"", ""NaNMath"", ""AbstractFFTs"", ""BinaryProvider"", ""FixedPointNumbers"", ""Missings"", ""MappedArrays"", ""ColorTypes"", ""VersionParsing"", ""Colors"", ""MKL_jll"", ""FFTW""]"
Mosek,JuliaOpt,"[""MathProgBase""]","[""Compat""]"
MosekTools,JuliaOpt,"[""Compat"", ""Mosek"", ""MathOptInterface""]","[""Libz"", ""HTTP"", ""OrderedCollections"", ""MathProgBase"", ""HTTPClient"", ""Expat_jll"", ""TranscodingStreams"", ""LibExpat"", ""Missings"", ""CodecZlib"", ""BufferedStreams"", ""MbedTLS"", ""MbedTLS_jll"", ""BenchmarkTools"", ""WinRPM"", ""WeakRefStrings"", ""JSON"", ""JSONSchema"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""IniFile"", ""LibCURL"", ""Bzip2_jll"", ""CodecBzip2"", ""MutableArithmetics""]"
MotifSequenceGenerator,JuliaMusic,"[""Combinatorics"", ""StatsBase""]","[""DataStructures"", ""Polynomials"", ""SortingAlgorithms"", ""RecipesBase"", ""DataAPI"", ""OrderedCollections"", ""Missings""]"
MotionCaptureJointCalibration,JuliaRobotics,"[""StaticArrays"", ""RigidBodyDynamics"", ""Parameters"", ""MathProgBase"", ""Requires"", ""JuMP""]","[""TableTraits"", ""UnsafeArrays"", ""RecipesBase"", ""BufferedStreams"", ""Polynomials"", ""ProgressLogging"", ""CommonSubexpressions"", ""Parsers"", ""DiffEqBase"", ""Zlib_jll"", ""CodecBzip2"", ""MacroTools"", ""NamedTuples"", ""RecursiveArrayTools"", ""Libz"", ""OrderedCollections"", ""TreeViews"", ""Nullables"", ""LoopThrottle"", ""DataStructures"", ""Compat"", ""HTTPClient"", ""Expat_jll"", ""FunctionWrappers"", ""ReverseDiffSparse"", ""LoggingExtras"", ""TerminalLoggers"", ""MbedTLS_jll"", ""BenchmarkTools"", ""JSON"", ""CSTParser"", ""URIParser"", ""LinearMaps"", ""BinaryProvider"", ""Roots"", ""ZygoteRules"", ""AbstractTrees"", ""MutableArithmetics"", ""MuladdMacro"", ""IteratorInterfaceExtensions"", ""Calculus"", ""SpecialFunctions"", ""OpenSpecFun_jll"", ""Missings"", ""ProgressMeter"", ""Quaternions"", ""WinRPM"", ""JSONSchema"", ""DocStringExtensions"", ""DiffEqDiffTools"", ""MathOptInterface"", ""NaNMath"", ""TypeSortedCollections"", ""Tokenize"", ""LibCURL"", ""Bzip2_jll"", ""DiffRules"", ""ChainRulesCore"", ""LightXML"", ""ForwardDiff"", ""RecursiveFactorization"", ""HTTP"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""ODE"", ""LibExpat"", ""DualNumbers"", ""CodecZlib"", ""IterativeSolvers"", ""ArrayInterface"", ""MbedTLS"", ""ConsoleProgressMonitor"", ""SimpleTraits"", ""WeakRefStrings"", ""LeftChildRightSiblingTrees"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""DiffResults"", ""IniFile"", ""Cassette"", ""Rotations""]"
Mozi,zhuoju36,"[""DSP"", ""HCubature"", ""Arpack"", ""FFTW""]","[""FFTW_jll"", ""IntelOpenMP_jll"", ""Conda"", ""OrderedCollections"", ""WeakRefStrings"", ""JSON"", ""DataStructures"", ""Compat"", ""QuadGK"", ""StaticArrays"", ""RecipesBase"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""DataAPI"", ""SpecialFunctions"", ""Parsers"", ""Reexport"", ""URIParser"", ""AbstractFFTs"", ""OpenBLAS_jll"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""IterTools"", ""Missings"", ""Combinatorics"", ""VersionParsing"", ""Polynomials"", ""Arpack_jll"", ""MKL_jll""]"
MriResearchTools,korbinian90,"[""NaNMath"", ""ROMEO"", ""Interpolations"", ""NIfTI"", ""FFTW""]","[""FFTW_jll"", ""AxisAlgorithms"", ""OffsetArrays"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""WoodburyMatrices"", ""JSON"", ""Compat"", ""Calculus"", ""GZip"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Parsers"", ""Reexport"", ""URIParser"", ""AbstractFFTs"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""DualNumbers"", ""Missings"", ""VersionParsing"", ""Ratios"", ""MKL_jll""]"
MsgPack,JuliaIO,"[""Compat""]",String[]
MuladdMacro,JuliaDiffEq,"[""MacroTools""]","[""DataStructures"", ""Compat"", ""CSTParser"", ""OrderedCollections"", ""Tokenize""]"
MultiDimEquations,sylvaticus,"[""CSV"", ""DataFrames"", ""IndexedTables""]","[""TableTraits"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""SweepOperator"", ""RecipesBase"", ""LearnBase"", ""Requires"", ""PooledArrays"", ""ArrayLayouts"", ""InternedStrings"", ""Missings"", ""PenaltyFunctions"", ""StatsBase"", ""StaticArrays"", ""TableTraitsUtils"", ""Parsers"", ""Zlib_jll"", ""Tokenize"", ""OnlineStatsBase"", ""MacroTools"", ""FilePathsBase"", ""NamedTuples"", ""DataValues"", ""FillArrays"", ""OrderedCollections"", ""Nullables"", ""LazyArrays"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""TranscodingStreams"", ""Adapt"", ""CodecZlib"", ""StructArrays"", ""SortingAlgorithms"", ""WeakRefStrings"", ""JSON"", ""DataAPI"", ""CSTParser"", ""OnlineStats"", ""Reexport"", ""DataStreams"", ""LossFunctions"", ""BinaryProvider"", ""DataValueInterfaces"", ""Tables""]"
MultiFloats,dzhang314,String[],String[]
MultiJuMP,anriseth,"[""Combinatorics"", ""RecipesBase"", ""Ipopt"", ""LaTeXStrings"", ""MathProgBase"", ""JuMP""]","[""Libz"", ""ForwardDiff"", ""HTTP"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""Calculus"", ""HTTPClient"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Expat_jll"", ""TranscodingStreams"", ""LibExpat"", ""OpenSpecFun_jll"", ""Missings"", ""ReverseDiffSparse"", ""CodecZlib"", ""BufferedStreams"", ""Polynomials"", ""MbedTLS"", ""MbedTLS_jll"", ""BenchmarkTools"", ""WinRPM"", ""WeakRefStrings"", ""CommonSubexpressions"", ""JSON"", ""JSONSchema"", ""StaticArrays"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""MathOptInterface"", ""NaNMath"", ""URIParser"", ""Zlib_jll"", ""BinaryProvider"", ""DiffResults"", ""IniFile"", ""LibCURL"", ""Bzip2_jll"", ""CodecBzip2"", ""DiffRules"", ""MutableArithmetics""]"
MultiModalMuSig,shahcompbio,"[""DataFrames"", ""SpecialFunctions"", ""NLopt""]","[""SortingAlgorithms"", ""TableTraits"", ""WeakRefStrings"", ""InvertedIndices"", ""OrderedCollections"", ""IteratorInterfaceExtensions"", ""JSON"", ""StatsBase"", ""DataStructures"", ""Compat"", ""CategoricalArrays"", ""MathProgBase"", ""DataAPI"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""Parsers"", ""Parameters"", ""Requires"", ""Reexport"", ""TranscodingStreams"", ""CMakeWrapper"", ""URIParser"", ""DataStreams"", ""Zlib_jll"", ""BinaryProvider"", ""PooledArrays"", ""OpenSpecFun_jll"", ""Missings"", ""DataValueInterfaces"", ""CMake"", ""CodecZlib"", ""Tables"", ""NamedTuples""]"
MultiQuad,aurelio-amerio,"[""QuadGK"", ""Unitful"", ""Cuba"", ""HCubature""]","[""BinaryProvider"", ""ConstructionBase"", ""OrderedCollections"", ""Combinatorics"", ""DataStructures"", ""Polynomials"", ""StaticArrays"", ""RecipesBase""]"
MultiResolutionIterators,oxinabox,"[""IterTools""]",String[]
MultiScaleArrays,JuliaDiffEq,"[""StochasticDiffEq"", ""RecursiveArrayTools"", ""TreeViews"", ""DiffEqBase""]","[""TableTraits"", ""Latexify"", ""ModelingToolkit"", ""RecipesBase"", ""Zygote"", ""SparseDiffTools"", ""AbstractFFTs"", ""IRTools"", ""ArrayLayouts"", ""MKL_jll"", ""ProgressLogging"", ""FFTW_jll"", ""GeneralizedGenerated"", ""CommonSubexpressions"", ""DiffEqNoiseProcess"", ""Parsers"", ""BlockBandedMatrices"", ""Zlib_jll"", ""MacroTools"", ""ResettableStacks"", ""NLsolve"", ""NamedTuples"", ""FillArrays"", ""CanonicalTraits"", ""Arpack"", ""Juno"", ""OrderedCollections"", ""LazyArrays"", ""DataStructures"", ""Compat"", ""MLStyle"", ""Adapt"", ""FunctionWrappers"", ""LoggingExtras"", ""Media"", ""TerminalLoggers"", ""Inflate"", ""BandedMatrices"", ""JSON"", ""LegibleLambdas"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""LinearMaps"", ""BinaryProvider"", ""LineSearches"", ""Roots"", ""ZygoteRules"", ""Arpack_jll"", ""AbstractTrees"", ""MuladdMacro"", ""IteratorInterfaceExtensions"", ""Calculus"", ""SpecialFunctions"", ""Requires"", ""OpenSpecFun_jll"", ""Missings"", ""ProgressMeter"", ""DocStringExtensions"", ""StaticArrays"", ""NameResolution"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Tokenize"", ""DiffEqOperators"", ""LaTeXStrings"", ""VersionParsing"", ""DiffRules"", ""BlockArrays"", ""ChainRulesCore"", ""FFTW"", ""ForwardDiff"", ""RecursiveFactorization"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""RandomNumbers"", ""TimerOutputs"", ""Formatting"", ""IterativeSolvers"", ""CodecZlib"", ""ArnoldiMethod"", ""ArrayInterface"", ""JuliaVariables"", ""VertexSafeGraphs"", ""ConsoleProgressMonitor"", ""FiniteDiff"", ""SimpleTraits"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""PrettyPrint"", ""MatrixFactorizations"", ""Distances"", ""LeftChildRightSiblingTrees"", ""NLSolversBase"", ""DataAPI"", ""BinDeps"", ""NNlib"", ""Reexport"", ""LightGraphs"", ""DiffResults"", ""Cassette"", ""Crayons""]"
Multibreak,GunnarFarneback,Any[],Any[]
MulticlassPerceptron,davidbp,"[""MLJ"", ""MLJBase"", ""StatsBase"", ""Tables"", ""CategoricalArrays"", ""DataFrames""]","[""TableTraits"", ""JuliaInterpreter"", ""RecipesBase"", ""ExprTools"", ""PooledArrays"", ""ArrayLayouts"", ""CodeTracking"", ""InternedStrings"", ""FixedPointNumbers"", ""Polynomials"", ""FileIO"", ""Libiconv_jll"", ""Memento"", ""Parsers"", ""LIBSVM"", ""Zlib_jll"", ""LIBLINEAR"", ""MacroTools"", ""FilePathsBase"", ""NamedTuples"", ""FillArrays"", ""Arpack"", ""OrderedCollections"", ""Nullables"", ""LazyArrays"", ""DataStructures"", ""Compat"", ""EzXML"", ""ColorTypes"", ""MbedTLS_jll"", ""TimeZones"", ""BSON"", ""ScikitLearnBase"", ""JLSO"", ""SortingAlgorithms"", ""ScientificTypes"", ""JSON"", ""XML2_jll"", ""MLJModels"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""LossFunctions"", ""BinaryProvider"", ""DataValueInterfaces"", ""DecisionTree"", ""Arpack_jll"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""SpecialFunctions"", ""LearnBase"", ""Requires"", ""Distributions"", ""OpenSpecFun_jll"", ""Missings"", ""ProgressMeter"", ""PDMats"", ""Syslogs"", ""MLJTuning"", ""DocStringExtensions"", ""StaticArrays"", ""Parameters"", ""MLJModelInterface"", ""LoweredCodeUtils"", ""RemoteFiles"", ""Rmath"", ""Tokenize"", ""MultivariateStats"", ""MLJScientificTypes"", ""HTTP"", ""StatsFuns"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""Formatting"", ""CodecZlib"", ""MbedTLS"", ""PrettyTables"", ""CSV"", ""Mocking"", ""Revise"", ""WeakRefStrings"", ""Distances"", ""Rmath_jll"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""DataStreams"", ""IniFile"", ""Crayons"", ""ComputationalResources""]"
Multigraphs,QuantumBFS,"[""LightGraphs""]","[""OpenBLAS_jll"", ""Zlib_jll"", ""Tokenize"", ""BinaryProvider"", ""SimpleTraits"", ""Inflate"", ""Arpack"", ""OrderedCollections"", ""CodecZlib"", ""DataStructures"", ""Compat"", ""ArnoldiMethod"", ""MacroTools"", ""StaticArrays"", ""Arpack_jll"", ""CSTParser"", ""TranscodingStreams""]"
MultipleTesting,juliangehring,"[""StatsBase"", ""Distributions"", ""SpecialFunctions""]","[""PDMats"", ""SortingAlgorithms"", ""Arpack"", ""OrderedCollections"", ""DataStructures"", ""Compat"", ""Rmath_jll"", ""StatsFuns"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""RecipesBase"", ""CompilerSupportLibraries_jll"", ""URIParser"", ""OpenBLAS_jll"", ""Rmath"", ""BinaryProvider"", ""OpenSpecFun_jll"", ""Missings"", ""Polynomials"", ""Arpack_jll"", ""FillArrays""]"
MultiplesOfPi,jishnub,Any[],Any[]
Multiplexers,PeaceFounder,Any[],Any[]
Multisets,scheinerman,String[],String[]
MultistartOptimization,tpapp,"[""Parameters"", ""ArgCheck"", ""NLopt"", ""DocStringExtensions"", ""Sobol""]","[""URIParser"", ""BinaryProvider"", ""OrderedCollections"", ""CMake"", ""DataStructures"", ""Compat"", ""MathProgBase"", ""BinDeps"", ""CMakeWrapper""]"
MultivariateAnomalies,milanflach,"[""Combinatorics"", ""StatsBase"", ""Distances"", ""LIBSVM"", ""Arpack""]","[""OpenBLAS_jll"", ""ScikitLearnBase"", ""SortingAlgorithms"", ""BinaryProvider"", ""OrderedCollections"", ""Missings"", ""LIBLINEAR"", ""DataStructures"", ""Compat"", ""Polynomials"", ""RecipesBase"", ""DataAPI"", ""Arpack_jll""]"
MultivariateBases,JuliaAlgebra,"[""MultivariatePolynomials"", ""MutableArithmetics""]","[""DataStructures"", ""OrderedCollections""]"
MultivariateFunctions,s-baumann,"[""Distributions"", ""SchumakerSpline"", ""Optim"", ""Combinatorics"", ""DataStructures"", ""DataFrames"", ""GLM""]","[""TableTraits"", ""RecipesBase"", ""PooledArrays"", ""FixedPointNumbers"", ""Opus_jll"", ""Polynomials"", ""FFMPEG_jll"", ""CommonSubexpressions"", ""StatsBase"", ""libass_jll"", ""Ogg_jll"", ""Parsers"", ""Zlib_jll"", ""x264_jll"", ""libvorbis_jll"", ""Colors"", ""MacroTools"", ""NamedTuples"", ""RecursiveArrayTools"", ""FillArrays"", ""Arpack"", ""OrderedCollections"", ""FreeType2_jll"", ""Compat"", ""Showoff"", ""FriBidi_jll"", ""ColorTypes"", ""OpenSSL_jll"", ""Contour"", ""SortingAlgorithms"", ""PlotUtils"", ""JSON"", ""x265_jll"", ""Plots"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""BinaryProvider"", ""LineSearches"", ""DataValueInterfaces"", ""ZygoteRules"", ""Arpack_jll"", ""InvertedIndices"", ""IteratorInterfaceExtensions"", ""Calculus"", ""GeometryTypes"", ""libfdk_aac_jll"", ""SpecialFunctions"", ""Requires"", ""StatsModels"", ""LibVPX_jll"", ""OpenSpecFun_jll"", ""Missings"", ""FFMPEG"", ""PlotThemes"", ""PDMats"", ""StaticArrays"", ""PositiveFactorizations"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Rmath"", ""Tokenize"", ""Bzip2_jll"", ""DiffRules"", ""ForwardDiff"", ""OffsetArrays"", ""CategoricalArrays"", ""StatsFuns"", ""Measures"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""GR"", ""CodecZlib"", ""ArrayInterface"", ""LAME_jll"", ""FiniteDiff"", ""WeakRefStrings"", ""Rmath_jll"", ""NLSolversBase"", ""QuadGK"", ""DataAPI"", ""BinDeps"", ""Reexport"", ""DataStreams"", ""ShiftedArrays"", ""DiffResults"", ""IterTools"", ""Tables""]"
MultivariateMoments,JuliaAlgebra,"[""MultivariatePolynomials"", ""Compat"", ""SemialgebraicSets"", ""RowEchelon"", ""MultivariateBases""]","[""DataStructures"", ""OrderedCollections"", ""MutableArithmetics""]"
MultivariatePolynomials,JuliaAlgebra,"[""DataStructures"", ""MutableArithmetics""]","[""OrderedCollections""]"
MultivariateSeries,bmourrain,"[""MultivariatePolynomials"", ""DynamicPolynomials""]","[""DataStructures"", ""OrderedCollections"", ""MutableArithmetics"", ""Reexport""]"
MultivariateStats,JuliaStats,"[""StatsBase"", ""Arpack""]","[""DataStructures"", ""OpenBLAS_jll"", ""SortingAlgorithms"", ""BinaryProvider"", ""DataAPI"", ""Arpack_jll"", ""OrderedCollections"", ""Missings""]"
Multivectors,digitaldomain,"[""Combinatorics"", ""StaticArrays"", ""KVectors"", ""Blades"", ""FunctionWrappers""]","[""Compat"", ""Polynomials"", ""RecipesBase""]"
Munkres,FugroRoames,String[],String[]
MurmurHash3,JuliaString,String[],String[]
MusicManipulations,JuliaMusic,"[""MotifSequenceGenerator"", ""StatsBase"", ""DefaultApplication"", ""Requires"", ""MIDI"", ""Reexport""]","[""SortingAlgorithms"", ""OrderedCollections"", ""Missings"", ""Combinatorics"", ""DataStructures"", ""Polynomials"", ""RecipesBase"", ""DataAPI""]"
MusicVisualizations,JuliaMusic,"[""DefaultApplication"", ""MusicManipulations"", ""PyPlot"", ""Reexport""]","[""MotifSequenceGenerator"", ""SortingAlgorithms"", ""Conda"", ""OrderedCollections"", ""WeakRefStrings"", ""PyCall"", ""JSON"", ""StatsBase"", ""DataStructures"", ""Compat"", ""RecipesBase"", ""DataAPI"", ""CSTParser"", ""Parsers"", ""Requires"", ""Tokenize"", ""FixedPointNumbers"", ""Missings"", ""LaTeXStrings"", ""Combinatorics"", ""VersionParsing"", ""ColorTypes"", ""Colors"", ""Polynomials"", ""MIDI"", ""MacroTools""]"
MusicXML,JuliaMusic,"[""AcuteML"", ""EzXML"", ""TreeViews"", ""MusicManipulations"", ""MIDI""]","[""MotifSequenceGenerator"", ""SortingAlgorithms"", ""TableTraits"", ""OrderedCollections"", ""IteratorInterfaceExtensions"", ""StatsBase"", ""DataStructures"", ""Compat"", ""XML2_jll"", ""DataAPI"", ""RecipesBase"", ""Parameters"", ""Requires"", ""Reexport"", ""Zlib_jll"", ""TypeTransform"", ""BinaryProvider"", ""Missings"", ""Formatting"", ""DataValueInterfaces"", ""Combinatorics"", ""Tables"", ""Polynomials"", ""Crayons"", ""DefaultApplication"", ""PrettyTables"", ""Libiconv_jll""]"
Mustache,jverzani,"[""Tables""]","[""DataAPI"", ""IteratorInterfaceExtensions"", ""Requires"", ""DataValueInterfaces"", ""TableTraits""]"
MutableArithmetics,JuliaOpt,String[],String[]
Mux,JuliaWeb,"[""HTTP"", ""Compat"", ""Hiccup"", ""Lazy"", ""AssetRegistry"", ""WebSockets""]","[""Tokenize"", ""BinaryProvider"", ""WeakRefStrings"", ""Missings"", ""IniFile"", ""OrderedCollections"", ""JSON"", ""DataStructures"", ""MbedTLS"", ""MacroTools"", ""MbedTLS_jll"", ""DataAPI"", ""CSTParser"", ""Pidfile"", ""Parsers""]"
MySQL,JuliaDatabases,"[""DataStreams"", ""MariaDB_Connector_C_jll"", ""BinaryProvider"", ""DecFP"", ""Missings"", ""DBInterface"", ""Tables"", ""Parsers""]","[""TableTraits"", ""WeakRefStrings"", ""IteratorInterfaceExtensions"", ""Compat"", ""DataAPI"", ""LibCURL_jll"", ""BinDeps"", ""CompilerSupportLibraries_jll"", ""SpecialFunctions"", ""Requires"", ""URIParser"", ""LibSSH2_jll"", ""Zlib_jll"", ""OpenSpecFun_jll"", ""DataValueInterfaces"", ""MbedTLS_jll"", ""OpenSSL_jll"", ""NamedTuples"", ""Libiconv_jll""]"
mlpack,mlpack,"[""mlpack_jll""]","[""armadillo_jll"", ""OpenBLAS_jll"", ""boost_jll""]"
mlpack_jll,JuliaBinaryWrappers,"[""armadillo_jll"", ""OpenBLAS_jll"", ""boost_jll""]",String[]
mpg123_jll,JuliaBinaryWrappers,String[],String[]
NASAEarthObservations,asinghvi17,"[""Glob""]","[""Compat""]"
NBInclude,stevengj,"[""JSON"", ""Compat"", ""SoftGlobalScope""]","[""DataAPI"", ""WeakRefStrings"", ""Missings"", ""Parsers""]"
NBodySimulator,JuliaDiffEq,"[""OrdinaryDiffEq"", ""DiffEqCallbacks"", ""FileIO"", ""RecipesBase"", ""StaticArrays"", ""RecursiveArrayTools"", ""DiffEqBase"", ""Reexport""]","[""TableTraits"", ""Latexify"", ""ModelingToolkit"", ""Zygote"", ""SparseDiffTools"", ""AbstractFFTs"", ""IRTools"", ""ArrayLayouts"", ""MKL_jll"", ""ProgressLogging"", ""FFTW_jll"", ""GeneralizedGenerated"", ""CommonSubexpressions"", ""Parsers"", ""BlockBandedMatrices"", ""Zlib_jll"", ""MacroTools"", ""NLsolve"", ""NamedTuples"", ""FillArrays"", ""CanonicalTraits"", ""Arpack"", ""Juno"", ""OrderedCollections"", ""TreeViews"", ""LazyArrays"", ""DataStructures"", ""Compat"", ""MLStyle"", ""Adapt"", ""FunctionWrappers"", ""LoggingExtras"", ""Media"", ""TerminalLoggers"", ""Inflate"", ""BandedMatrices"", ""JSON"", ""LegibleLambdas"", ""CSTParser"", ""URIParser"", ""OpenBLAS_jll"", ""LinearMaps"", ""BinaryProvider"", ""LineSearches"", ""Roots"", ""ZygoteRules"", ""Arpack_jll"", ""AbstractTrees"", ""UnPack"", ""MuladdMacro"", ""IteratorInterfaceExtensions"", ""Calculus"", ""SpecialFunctions"", ""Requires"", ""OpenSpecFun_jll"", ""Missings"", ""ProgressMeter"", ""ExponentialUtilities"", ""DocStringExtensions"", ""NameResolution"", ""Parameters"", ""DiffEqDiffTools"", ""NaNMath"", ""Tokenize"", ""DiffEqOperators"", ""LaTeXStrings"", ""VersionParsing"", ""DiffRules"", ""BlockArrays"", ""ChainRulesCore"", ""FFTW"", ""ForwardDiff"", ""RecursiveFactorization"", ""CompilerSupportLibraries_jll"", ""TranscodingStreams"", ""TimerOutputs"", ""Formatting"", ""IterativeSolvers"", ""CodecZlib"", ""ArnoldiMethod"", ""ArrayInterface"", ""JuliaVariables"", ""GenericSVD"", ""VertexSafeGraphs"", ""ConsoleProgressMonitor"", ""FiniteDiff"", ""SimpleTraits"", ""IntelOpenMP_jll"", ""Conda"", ""WeakRefStrings"", ""PrettyPrint"", ""MatrixFactorizations"", ""Distances"", ""LeftChildRightSiblingTrees"", ""NLSolversBase"", ""DataAPI"", ""BinDeps"", ""NNlib"", ""LightGraphs"", ""DiffResults"", ""Cassette"", ""Crayons""]"
NCDatasets,Alexander-Barth,"[""CondaBinDeps"", ""Missings"", ""DataStructures"", ""Compat"", ""CFTime"", ""BinDeps""]","[""Conda"", ""OrderedCollections"", ""WeakRefStrings"", ""JSON"", ""VersionParsing"", ""DataAPI"", ""Parsers"", ""URIParser""]"
NCEI,Nosferican,"[""HTTP"", ""LazyJSON"", ""DataFrames"", ""Reexport""]","[""DataStreams"", ""Zlib_jll"", ""BinaryProvider"", ""SortingAlgorithms"", ""PooledArrays"", ""TableTraits"", ""OrderedCollections"", ""WeakRefStrings"", ""InvertedIndices"", ""Missings"", ""IniFile"", ""IteratorInterfaceExtensions"", ""DataValueInterfaces"", ""CodecZlib"", ""JSON"", ""StatsBase"", ""DataStructures"", ""Compat"", ""Tables"", ""CategoricalArrays"", ""MbedTLS"", ""MbedTLS_jll"", ""DataAPI"", ""NamedTuples"", ""Parsers"", ""Requires"", ""TranscodingStreams""]"
NCTiles,gaelforget,"[""NCDatasets"", ""NetCDF"", ""MeshArrays""]","[""Conda"", ""OrderedCollections"", ""CondaBinDeps"", ""WeakRefStrings"", ""JSON"", ""DataStructures"", ""Compat"", ""DocStringExtensions"", ""DataAPI"", ""BinDeps"", ""Parsers"", ""DiskArrays"", ""URIParser"", ""Documenter"", ""Missings"", ""Formatting"", ""VersionParsing"", ""CatViews"", ""CFTime""]"
NES,kraftpunk97,"[""BinDeps"", ""Compat"", ""Cairo""]","[""HarfBuzz_jll"", ""Xorg_libxcb_jll"", ""Xorg_libXau_jll"", ""FixedPointNumbers"", ""Cairo_jll"", ""Missings"", ""Xorg_inputproto_jll"", ""BufferedStreams"", ""Xorg_xproto_jll"", ""Gettext_jll"", ""Libiconv_jll"", ""Libffi_jll"", ""Libgpg_error_jll"", ""WinRPM"", ""Xorg_renderproto_jll"", ""Xorg_xextproto_jll"", ""Libuuid_jll"", ""XSLT_jll"", ""Parsers"", ""Graphics"", ""NaNMath"", ""Xorg_kbproto_jll"", ""Zlib_jll"", ""Xorg_libXrender_jll"", ""Pixman_jll"", ""LibCURL"", ""Bzip2_jll"", ""Colors"", ""Glib_jll"", ""libpng_jll"", ""Xorg_libXdmcp_jll"", ""Libz"", ""Pango_jll"", ""HTTP"", ""FreeType2_jll"", ""Libgcrypt_jll"", ""HTTPClient"", ""Graphite2_jll"", ""Xorg_libpthread_stubs_jll"", ""Expat_jll"", ""LibExpat"", ""FriBidi_jll"", ""ColorTypes"", ""MbedTLS"", ""MbedTLS_jll"", ""Xorg_libXext_jll"", ""Xorg_util_macros_jll"", ""PCRE_jll"", ""Xorg_xtrans_jll"", ""WeakRefStrings"", ""JSON"", ""XML2_jll"", ""Xorg_libX11_jll"", ""X11_jll"", ""DataAPI"", ""Reexport"", ""URIParser"", ""Fontconfig_jll"", ""BinaryProvider"", ""IniFile"", ""Xorg_xcb_proto_jll"", ""LZO_jll"", ""Homebrew""]"
